list,sentence_n,sentence,grammar,first_word,keyword_n,keyword_1,keyword_2,keyword_3,keyword_4,filename,audio_dur
6,2,The mother stirs the tea,svoc,determiner,3,mother,stirs,tea,,bkbf0602,1425.21542
6,3,They laughed at his story,svoc,pronoun,3,They,laughed,story,,bkbf0603,1495.963719
6,4,Men wear long trousers,svoc,noun,4,Men,wear,long,trousers,bkbf0604,1699.68254
6,5,The small boy was asleep,sv,determiner,3,small,boy,asleep,,bkbf0605,1840.907029
6,6,The lady goes to the shop,svoc,determiner,4,lady,goes,to,shop,bkbf0606,1737.278912
6,7,The sun melted the snow,svoc,determiner,3,sun,melted,snow,,bkbf0607,1610.929705
6,8,The father's coming home,svoc,determiner,3,fathers,coming,home,,bkbf0608,1591.473923
6,9,She had her pocket money,svoc,pronoun,3,She,pocket,money,,bkbf0609,1458.049887
6,10,The lorry drove up the road,svoc,determiner,3,lorry,drove,road,,bkbf0610,1520.725624
6,11,He’s bringing his raincoat,svoc,pronoun,3,Hes,bringing,raincoat,,bkbf0611,1694.14966
6,12,A sharp knife's dangerous,sv,determiner,3,sharp,knifes,dangerous,,bkbf0612,1728.344671
6,13,They took some food,svoc,pronoun,3,They,took,food,,bkbf0613,1254.104308
6,14,The clever girls are reading,sv,determiner,3,clever,girls,reading,,bkbf0614,1523.038549
6,15,The broom stood in the corner,svoc,determiner,3,broom,stood,corner,,bkbf0615,1518.321995
6,16,The woman tidied her house,svoc,determiner,3,woman,tidied,house,,bkbf0616,1741.451247
7,1,The children dropped the bag,svoc,determiner,3,children,dropped,bag,,bkbf0701,1579.138322
7,2,The dog came back,sva,determiner,3,dog,came,back,,bkbf0702,1288.117914
7,3,The floor looked clean,sva,determiner,3,floor,looked,clean,,bkbf0703,1392.426304
7,4,She found her purse,svoc,pronoun,3,She,found,purse,,bkbf0704,1496.507937
7,5,The fruit lies on the ground,svoc,determiner,3,fruit,lies,ground,,bkbf0705,1651.337868
7,6,Mother fetches a saucepan,svoc,noun,3,Mother,fetches,saucepan,,bkbf0706,1546.1678
7,7,They washed in cold water,svoc,pronoun,4,They,washed,cold,water,bkbf0707,1623.900227
7,8,The young people are dancing,sv,determiner,3,young,people,dancing,,bkbf0708,1642.086168
7,9,The bus went early,sva,determiner,3,bus,went,early,,bkbf0709,1284.399093
7,10,They had two empty bottles,svoc,pronoun,4,They,two,empty,bottles,bkbf0710,1757.55102
7,11,A ball's bouncing along,sva,determiner,3,balls,bouncing,along,,bkbf0711,1508.253968
7,12,The father forgot the bread,svoc,determiner,3,father,forgot,bread,,bkbf0712,1543.219955
7,13,The girl has a picture book,svoc,determiner,3,girl,picture,book,,bkbf0713,1435.011338
7,14,The orange was quite sweet,sv,determiner,3,orange,quite,sweet,,bkbf0714,1505.53288
7,15,He’s holding his nose,svoc,pronoun,3,Hes,holding,nose,,bkbf0715,1354.78458
7,16,The new road’s on the map,svoc,determiner,3,new,roads,map,,bkbf0716,1455.873016
8,1,The boy forgot his book,svoc,determiner,3,boy,forgot,book,,bkbf0801,1340.680272
8,2,A friend came for lunch,svoc,determiner,3,friend,came,lunch,,bkbf0802,1551.473923
8,3,The match boxes are empty,sv,determiner,3,match,boxes,empty,,bkbf0803,1634.104308
8,4,He climbed his ladder,svoc,pronoun,3,He,climbed,ladder,,bkbf0804,1212.562358
8,5,The family bought a house,svoc,determiner,3,family,bought,house,,bkbf0805,1698.367347
8,6,The jug stood on the shelf,svoc,determiner,3,jug,stood,shelf,,bkbf0806,1574.013605
8,7,The ball broke the window,svoc,determiner,3,ball,broke,window,,bkbf0807,1490.612245
8,8,They’re shopping for cheese,svoc,pronoun,3,Theyre,shopping,cheese,,bkbf0808,1513.424036
8,9,The pond water's dirty,sv,determiner,3,pond,waters,dirty,,bkbf0809,1612.970522
8,10,They heard a funny noise,svoc,pronoun,4,They,heard,funny,noise,bkbf0810,1492.471655
8,11,Police are clearing the road,svoc,noun,3,Police,clearing,road,,bkbf0811,1659.501134
8,12,The bus stopped suddenly,sva,determiner,3,bus,stopped,suddenly,,bkbf0812,1465.260771
8,13,She writes to her brother,svoc,pronoun,3,She,writes,brother,,bkbf0813,1434.603175
8,14,The footballer lost a boot,svoc,determiner,3,footballer,lost,boot,,bkbf0814,1694.46712
8,15,The three girls are listening,sv,determiner,3,three,girls,listening,,bkbf0815,1499.319728
8,16,The coat lies on a chair,svoc,determiner,4,coat,lies,on,chair,bkbf0816,1501.133787
9,1,The book tells a story,svoc,determiner,3,book,tells,story,,bkbf0901,1488.843537
9,2,The young boy left home,svoc,determiner,4,young,boy,left,home,bkbf0902,1510.340136
9,3,They’re climbing the tree,svoc,pronoun,3,Theyre,climbing,tree,,bkbf0903,1265.21542
9,4,She stood near her window,svoc,pronoun,3,She,stood,window,,bkbf0904,1506.530612
9,5,The table has three legs,svoc,determiner,3,table,three,legs,,bkbf0905,1727.981859
9,6,A letter fell on the mat,svoc,determiner,3,letter,fell,mat,,bkbf0906,1390.204082
9,7,The five men are working,sv,determiner,3,five,men,working,,bkbf0907,1601.269841
9,8,He listens to his father,svoc,pronoun,4,He,listens,to,father,bkbf0908,1468.843537
9,9,The shoes were very dirty,sv,determiner,3,shoes,very,dirty,,bkbf0909,1582.086168
9,10,They went on holiday,svoc,pronoun,3,They,went,holiday,,bkbf0910,1248.843537
9,11,Baby broke his mug,svoc,noun,3,Baby,broke,mug,,bkbf0911,1212.063492
9,12,The lady packed her bag,svoc,determiner,3,lady,packed,bag,,bkbf0912,1454.285714
9,13,The dinner plate's hot,sv,determiner,3,dinner,plates,hot,,bkbf0913,1359.455782
9,14,The train’s moving fast,sva,determiner,3,trains,moving,fast,,bkbf0914,1654.557823
9,15,The child drank some milk,svoc,determiner,3,child,drank,milk,,bkbf0915,1493.786848
9,16,The car hit a wall,svoc,determiner,3,car,hit,wall,,bkbf0916,1230.068027
10,1,A tea towel’s by the sink,svoc,determiner,3,tea,towels,sink,,bkbf1001,1526.122449
10,2,The cleaner used a broom,svoc,determiner,3,cleaner,used,broom,,bkbf1002,1458.639456
10,3,She looked in her mirror,svoc,pronoun,4,She,looked,in,mirror,bkbf1003,1307.210884
10,4,The good boy's helping,sv,determiner,3,good,boys,helping,,bkbf1004,1409.024943
10,5,They followed the path,svoc,pronoun,3,They,followed,path,,bkbf1005,1303.673469
10,6,The kitchen clock was wrong,sv,determiner,3,kitchen,clock,wrong,,bkbf1006,1663.265306
10,7,The dog jumped on the chair,svoc,determiner,4,dog,jumped,on,chair,bkbf1007,1575.102041
10,8,Someone’s crossing the road,svoc,pronoun,3,Someones,crossing,road,,bkbf1008,1486.530612
10,9,The postman brings a letter,svoc,determiner,3,postman,brings,letter,,bkbf1009,1531.337868
10,10,They’re cycling along,sva,pronoun,3,Theyre,cycling,along,,bkbf1010,1326.213152
10,11,He broke his leg,svoc,pronoun,3,He,broke,leg,,bkbf1011,1121.768707
10,12,The milk was by the front door,svoc,determiner,3,milk,front,door,,bkbf1012,1683.038549
10,13,The shirts hang in the cupboard,svoc,determiner,3,shirts,hang,cupboard,,bkbf1013,1637.732426
10,14,The ground was too hard,sv,determiner,3,ground,too,hard,,bkbf1014,1469.886621
10,15,The buckets hold water,svoc,determiner,3,buckets,hold,water,,bkbf1015,1496.961451
10,16,The chicken laid some eggs,svoc,determiner,3,chicken,laid,eggs,,bkbf1016,1576.9161
11,1,The sweet shop was empty,sv,determiner,3,sweet,shop,empty,,bkbf1101,1580.045351
11,2,The dogs go for a walk,svoc,determiner,3,dogs,go,walk,,bkbf1102,1608.435374
11,3,She’s washing her dress,svoc,pronoun,3,Shes,washing,dress,,bkbf1103,1562.721088
11,4,The lady stayed for tea,svoc,determiner,3,lady,stayed,tea,,bkbf1104,1424.897959
11,5,The driver waits by the corner,svoc,determiner,3,driver,waits,corner,,bkbf1105,1702.086168
11,6,They finished the dinner,svoc,pronoun,3,They,finished,dinner,,bkbf1106,1247.39229
11,7,The policeman knows the way,svoc,determiner,3,policeman,knows,way,,bkbf1107,1547.936508
11,8,The little girl was happy,sv,determiner,3,little,girl,happy,,bkbf1108,1374.965986
11,9,He wore his yellow shirt,svoc,pronoun,4,He,wore,yellow,shirt,bkbf1109,1715.918367
11,10,They’re coming for Christmas,svoc,pronoun,3,Theyre,coming,Christmas,,bkbf1110,1477.641723
11,11,The cow gave some milk,svoc,determiner,3,cow,gave,milk,,bkbf1111,1415.782313
11,12,The boy got into bed,svoc,determiner,4,boy,got,into,bed,bkbf1112,1420.362812
11,13,The two farmers are talking,sv,determiner,3,two,farmers,talking,,bkbf1113,1679.909297
11,14,Mother picked some flowers,svoc,noun,3,Mother,picked,flowers,,bkbf1114,1578.412698
11,15,A fish lay on the plate,svoc,determiner,3,fish,lay,plate,,bkbf1115,1492.244898
11,16,The father writes a letter,svoc,determiner,3,father,writes,letter,,bkbf1116,1557.142857
12,1,The food cost a lot,svoc,determiner,3,food,cost,lot,,bkbf1201,1315.056689
12,2,The girl's washing her hair,svoc,determiner,3,girls,washing,hair,,bkbf1202,1464.036281
12,3,The front garden was pretty,sv,determiner,3,front,garden,pretty,,bkbf1203,1679.455782
12,4,He lost his hat,svoc,pronoun,3,He,lost,hat,,bkbf1204,1198.321995
12,5,The taps are above the sink,svoc,determiner,3,taps,above,sink,,bkbf1205,1490.702948
12,6,Father paid at the gate,svoc,noun,4,Father,paid,at,gate,bkbf1206,1540.090703
12,7,She’s waiting for her bus,svoc,pronoun,3,Shes,waiting,bus,,bkbf1207,1630.748299
12,8,The bread van's coming,sv,determiner,3,bread,vans,coming,,bkbf1208,1343.038549
12,9,They had some cold meat,svoc,pronoun,3,They,cold,meat,,bkbf1209,1416.825397
12,10,The football game's over,sv,determiner,3,football,games,over,,bkbf1210,1446.077098
12,11,They carry some shopping bags,svoc,pronoun,4,They,carry,shopping,bags,bkbf1211,1676.281179
12,12,The children help the milkman,svoc,determiner,3,children,help,milkman,,bkbf1212,1604.081633
12,13,The picture came from a book,svoc,determiner,3,picture,came,book,,bkbf1213,1595.69161
12,14,The rice pudding was ready,sv,determiner,3,rice,pudding,ready,,bkbf1214,1508.390023
12,15,The boy had a toy dragon,svoc,determiner,3,boy,toy,dragon,,bkbf1215,1711.882086
12,16,A tree fell on the house,svoc,determiner,3,tree,fell,house,,bkbf1216,1651.836735
13,1,The fruit came in a box,svoc,determiner,3,fruit,came,box,,bkbf1301,1722.76644
13,2,The husband brings some flowers,svoc,determiner,3,husband,brings,flowers,,bkbf1302,1974.603175
13,3,They’re playing in the park,svoc,pronoun,3,Theyre,playing,park,,bkbf1303,1475.873016
13,4,She argued with her sister,svoc,pronoun,3,She,argued,sister,,bkbf1304,1783.174603
13,5,A man told the police,svoc,determiner,3,man,told,police,,bkbf1305,1525.260771
13,6,Potatoes grow in the ground,svoc,noun,3,otatoes,row,ground,,bkbf1306,1701.269841
13,7,He’s cleaning his car,svoc,pronoun,3,Hes,cleaning,car,,bkbf1307,1300.272109
13,8,The mouse found the cheese,svoc,determiner,3,mouse,found,cheese,,bkbf1308,1534.285714
13,9,They waited for one hour,svoc,pronoun,4,They,waited,one,hour,bkbf1309,1450.385488
13,10,The big dog was dangerous,sv,determiner,3,big,dog,dangerous,,bkbf1310,1730.15873
13,11,The strawberry jam was sweet,sv,determiner,3,strawberry,jam,sweet,,bkbf1311,1769.387755
13,12,The plant hangs above the door,svoc,determiner,4,plant,hangs,above,door,bkbf1312,1614.195011
13,13,The children are all eating,sv,determiner,3,children,all,eating,,bkbf1313,1506.031746
13,14,The boy has black hair,svoc,determiner,3,boy,black,hair,,bkbf1314,1405.623583
13,15,The mother heard her baby,svoc,determiner,3,mother,heard,baby,,bkbf1315,1482.811791
13,16,The lorry climbed the hill,svoc,determiner,3,lorry,climbed,hill,,bkbf1316,1281.54195
14,1,The angry man shouted,sv,determiner,3,angry,man,shouted,,bkbf1401,1508.571429
14,2,The dog sleeps in a basket,svoc,determiner,3,dog,sleeps,basket,,bkbf1402,1709.070295
14,3,They’re drinking tea,sv,pronoun,3,Theyre,drinking,tea,,bkbf1403,1198.14059
14,4,Mother opens the drawer,svoc,noun,3,Mother,opens,drawer,,bkbf1404,1408.93424
14,5,An old woman was at home,svoc,determiner,3,old,woman,home,,bkbf1405,1559.727891
14,6,He dropped his money,svoc,pronoun,3,He,dropped,money,,bkbf1406,1149.931973
14,7,They broke all the eggs,svoc,pronoun,4,They,broke,all,eggs,bkbf1407,1386.938776
14,8,The kitchen window was clean,sv,determiner,3,kitchen,window,clean,,bkbf1408,1797.913832
14,9,The girl plays with the baby,svoc,determiner,3,girl,plays,baby,,bkbf1409,1593.786848
14,10,The big fish got away,sva,determiner,4,big,fish,got,away,bkbf1410,1550.521542
14,11,She’s helping her friend,svoc,pronoun,3,Shes,helping,friend,,bkbf1411,1498.594104
14,12,The children washed the plates,svoc,determiner,3,children,washed,plates,,bkbf1412,1821.405896
14,13,The postman comes early,sva,determiner,3,postman,comes,early,,bkbf1413,1557.732426
14,14,The sign showed the way,svoc,determiner,3,sign,showed,way,,bkbf1414,1426.394558
14,15,The grass is getting long,sva,determiner,3,grass,getting,long,,bkbf1415,1452.108844
14,16,The match fell on the floor,svoc,determiner,3,match,fell,floor,,bkbf1416,1330.068027
15,1,A man’s turning the tap,svoc,determiner,3,mans,turning,tap,,bkbf1501,1408.571429
15,2,The fire was very hot,sv,determiner,3,fire,very,hot,,bkbf1502,1464.263039
15,3,He’s sucking his thumb,svoc,pronoun,3,Hes,sucking,thumb,,bkbf1503,1250.612245
15,4,The shop closed for lunch,svoc,determiner,3,shop,closed,lunch,,bkbf1504,1609.52381
15,5,The driver starts the engine,svoc,determiner,3,driver,starts,engine,,bkbf1505,1717.913832
15,6,The boy hurried to school,svoc,determiner,3,boy,hurried,school,,bkbf1506,1486.258503
15,7,Some nice people are coming,sv,determiner,3,nice,people,coming,,bkbf1507,1474.739229
15,8,She bumped her head,svoc,pronoun,3,She,bumped,head,,bkbf1508,1182.539683
15,9,They met some friends,svoc,pronoun,4,They,met,some,friends,bkbf1509,1300.997732
15,10,Flowers grow in the garden,svoc,noun,3,Flowers,grow,garden,,bkbf1510,1543.310658
15,11,The tiny baby was pretty,sv,determiner,3,tiny,baby,pretty,,bkbf1511,1676.643991
15,12,The daughter laid the table,svoc,determiner,3,daughter,laid,table,,bkbf1512,1602.76644
15,13,They walked across the grass,svoc,pronoun,4,They,walked,across,grass,bkbf1513,1649.614512
15,14,The mother tied the string,svoc,determiner,3,mother,tied,string,,bkbf1514,1459.002268
15,15,The train stops at the station,svoc,determiner,3,train,stops,station,,bkbf1515,1792.562358
15,16,The puppy plays with a ball,svoc,determiner,3,puppy,plays,ball,,bkbf1516,1545.034014
16,1,The children wave at the train,svoc,determiner,3,children,wave,train,,bkbf1601,1709.433107
16,2,Mother cut the Christmas cake,svoc,noun,4,Mother,cut,Christmas,cake,bkbf1602,1538.004535
16,3,He closed his eyes,svoc,pronoun,3,He,closed,eyes,,bkbf1603,1352.426304
16,4,The raincoat's very wet,sv,determiner,3,raincoats,very,wet,,bkbf1604,1524.580499
16,5,A lady buys some butter,svoc,determiner,3,lady,buys,butter,,bkbf1605,1583.446712
16,6,They called an ambulance,svoc,pronoun,3,They,called,ambulance,,bkbf1606,1451.972789
16,7,She’s paying for her bread,svoc,pronoun,3,Shes,paying,bread,,bkbf1607,1565.668934
16,8,The policeman found a dog,svoc,determiner,3,policeman,found,dog,,bkbf1608,1506.575964
16,9,Some men shave in the morning,svoc,determiner,3,men,shave,morning,,bkbf1609,1685.759637
16,10,The driver lost his way,svoc,determiner,3,driver,lost,way,,bkbf1610,1554.104308
16,11,They stared at the picture,svoc,pronoun,3,They,stared,picture,,bkbf1611,1442.811791
16,12,The cat drank from a saucer,svoc,determiner,3,cat,drank,saucer,,bkbf1612,1737.142857
16,13,The oven door was open,sv,determiner,3,oven,door,open,,bkbf1613,1386.485261
16,14,The cars going too fast,sva,determiner,4,cars,going,too,fast,bkbf1614,1783.900227
16,15,The silly boy's hiding,sv,determiner,3,silly,boys,hiding,,bkbf1615,1467.301587
16,16,The painter used a brush,svoc,determiner,3,painter,used,brush,,bkbf1616,1552.879819
17,1,The apple pie's cooking,sv,determiner,3,apple,pies,cooking,,bkbf1701,1501.315193
17,2,He drinks from his mug,svoc,pronoun,3,He,drinks,mug,,bkbf1702,1293.650794
17,3,The sky was very blue,sv,determiner,3,sky,very,blue,,bkbf1703,1531.564626
17,4,They knocked on the window,svoc,pronoun,3,They,knocked,window,,bkbf1704,1354.78458
17,5,The big boy kicked the ball,svoc,determiner,4,big,boy,kicked,ball,bkbf1705,1468.707483
17,6,People are going home,svoc,noun,3,People,going,home,,bkbf1706,1282.131519
17,7,The baby wants his bottle,svoc,determiner,3,baby,wants,bottle,,bkbf1707,1450.793651
17,8,The lady sat on her chair,svoc,determiner,3,lady,sat,chair,,bkbf1708,1629.024943
17,9,They had some jam pudding,svoc,pronoun,3,They,jam,pudding,,bkbf1709,1491.156463
17,10,The scissors are quite sharp,sv,determiner,3,scissors,quite,sharp,,bkbf1710,1379.410431
17,11,She’s calling her daughter,svoc,pronoun,3,Shes,calling,daughter,,bkbf1711,1436.00907
17,12,Some brown leaves fell off the tree,svoc,determiner,4,brown,leaves,fell,tree,bkbf1712,1916.598639
17,13,The milkman carried the cream,svoc,determiner,3,milkman,carried,cream,,bkbf1713,1759.455782
17,14,A girl ran along,sva,determiner,3,girl,ran,along,,bkbf1714,1246.077098
17,15,The mother reads a paper,svoc,determiner,3,mother,reads,paper,,bkbf1715,1332.199546
17,16,The dog chased the cat,svoc,determiner,3,dog,chased,cat,,bkbf1716,1393.8322
18,1,The cake shop's opening,sv,determiner,3,cake,shops,opening,,bkbf1801,1411.292517
18,2,They like orange marmalade,svoc,pronoun,4,They,like,orange,marmalade,bkbf1802,1571.564626
18,3,The mother shut the window,svoc,determiner,3,mother,shut,window,,bkbf1803,1351.791383
18,4,He’s skating with his friend,svoc,pronoun,4,Hes,skating,with,friend,bkbf1804,1567.120181
18,5,The cheese pie was good,sv,determiner,3,cheese,pie,good,,bkbf1805,1523.99093
18,6,Rain falls from clouds,svoc,noun,3,Rain,falls,clouds,,bkbf1806,1660
18,7,She talked to her doll,svoc,pronoun,3,She,talked,doll,,bkbf1807,1371.882086
18,8,They painted the wall,svoc,pronoun,3,They,painted,wall,,bkbf1808,1263.0839
18,9,The towel dropped on the floor,svoc,determiner,3,towel,dropped,floor,,bkbf1809,1525.85034
18,10,The dog's eating some meat,svoc,determiner,3,dogs,eating,meat,,bkbf1810,1523.219955
18,11,A boy broke the fence,svoc,determiner,3,boy,broke,fence,,bkbf1811,1604.943311
18,12,The yellow pears were lovely,sv,determiner,3,yellow,pears,lovely,,bkbf1812,1564.217687
18,13,The police help the driver,svoc,determiner,3,police,help,driver,,bkbf1813,1504.988662
18,14,The snow lay on the roof,svoc,determiner,3,snow,lay,roof,,bkbf1814,1432.244898
18,15,The lady washed the shirt,svoc,determiner,3,lady,washed,shirt,,bkbf1815,1664.761905
18,16,The cup hangs on a hook,svoc,determiner,3,cup,hangs,hook,,bkbf1816,1489.52381
19,1,The family like fish,svoc,determiner,3,family,like,fish,,bkbf1901,1658.45805
19,2,Sugar's very sweet,sv,noun,3,Sugars,very,sweet,,bkbf1902,1440.952381
19,3,The baby lay on a rug,svoc,determiner,3,baby,lay,rug,,bkbf1903,1438.77551
19,4,The washing machine broke,sv,determiner,3,washing,machine,broke,,bkbf1904,1547.981859
19,5,They’re clearing the table,svoc,pronoun,3,Theyre,clearing,table,,bkbf1905,1404.988662
19,6,The cleaner swept the floor,svoc,determiner,3,cleaner,swept,floor,,bkbf1906,1551.337868
19,7,A grocer sells butter,svoc,determiner,3,grocer,sells,butter,,bkbf1907,1583.310658
19,8,The bath water was warm,sv,determiner,3,bath,water,warm,,bkbf1908,1597.823129
19,9,He’s reaching for his spoon,svoc,pronoun,3,Hes,reaching,spoon,,bkbf1909,1578.730159
19,10,She hurt her hand,svoc,pronoun,3,She,hurt,hand,,bkbf1910,1392.108844
19,11,The milkman drives a small van,svoc,determiner,4,milkman,drives,small,van,bkbf1911,1925.034014
19,12,The boy slipped on the stairs,svoc,determiner,4,boy,slipped,on,stairs,bkbf1912,1853.378685
